"clean_comment";"label"
"but let s log just in case";"CODE"
"in case we found any add them in this container";"CODE"
"cardpanel is the main panel of the wizard pages";"CODE"
"compatibility check some protocols have changed name";"-"
"and when they have those name saved in configuration";"CODE"
"cannot be edited so lets check whether there is a wizard";"CODE"
"with the same protocol name like the one of its provider";"-"
"lets find matching protocol name in registered wizards";"CODE"
"we don t care if the source service is not a plugin component";"CODE"
"search for plugin components registered through the osgi bundle";"CODE"
"context";"-"
"there is no wizard for this account just show an error";"CODE"
"dialog";"-"
"notify the corresponding wizard that the account";"-"
"would be removed";"OUTD"
"there is no wizard for this account just show an error";"CODE"
"dialog";"-"
"update buttons whenever an account changes its state";"META"
"title";"-"
"description";"META"
"init strategies list";"IRRE"
"title";"-"
"description";"META"
"check for preferred wizard";"CODE"
"this shouldn t happen since we re providing no parameter string";"CODE"
"but let s log just in case";"CODE"
"in case we found any add them in this container";"CODE"
"create a list to sort the wizards";"IRRE"
"is it the preferred protocol";"-"
"sort the list";"-"
"add the items in the combobox";"TASK"
"if we have a prefered wizard auto select it";"CODE"
"if we don t we send our empty page and let the wizard choose";"CODE"
"disable the advanced and add buttons so that it would be";"TASK"
"clear for the user that they need to choose a network first";"TASK"
"enable the add and advanced buttons if this is a real protocol";"CODE"
"workaround there s something wrong happening in this pack and";"CODE"
"components get cluttered partially hiding the password text";"-"
"field i am under the impression that this has something to do";"CODE"
"with the message pane preferred size being ignored or being 0";"CODE"
"which is why i am adding its height to the dialog it s quite";"TASK"
"ugly so please fix if you have something better in mind";"-"
"no provider maybe an error stop connecting";"-"
"so we can proceed with the actions";"-"
"make sure buttons don t stay disabled";"META"
"if the sign in operation has failed we don t want to close";"CODE"
"the dialog in order to give the user the possibility to";"-"
"retry";"CODE"
"make sure buttons don t stay disabled";"META"
"if the sign in operation has failed we don t want to close";"CODE"
"the dialog in order to give the user the possibility to";"-"
"retry";"CODE"
"if we cannot init in event dispatch thread";"IRRE"
"execute on current thread";"CODE"
"if the add contact option has been selected then open the";"CODE"
"add contact window";"TASK"
"if we cannot init in event dispatch thread";"IRRE"
"if the authorization request comes from a non persistent contact";"CODE"
"we ll suggest to the user to add it to the contact list";"TASK"
"todo auto generated catch block";"CODE"
"all items are now instantiated and could safely load the skin";"CODE"
"checks whether we need to open the call dialog in minimized mode";"TASK"
"we hide the window here it will be disposed when the call has";"IRRE"
"been ended";"CODE"
"then perform hang up operations";"CODE"
"respect the minimum size";"-"
"don t get bigger than the screen";"CODE"
"do not let the top left go out of the screen";"CODE"
"private static final string certificate url jitsi viewcertificate";"CODE"
"ice state";"-"
"total harvesting time";"-"
"current harvester time if ice agent is harvesting";"-"
"checks that at least one video stream is active";"-"
"otherwise quit the stats for this video stream";"CODE"
"ice candidate type";"-"
"local host address";"TASK"
"local reflexive address";"TASK"
"local relayed address";"TASK"
"remote relayed address";"TASK"
"remote reflexive address";"TASK"
"remote host address";"TASK"
"if the stream does not use ice then show the transport ip port";"CODE"
"if there s a selection do not update call info otherwise the user";"IRRE"
"would not be able to copy the selected text";"CODE"
"if the stream is secured";"-"
"if the stream is not secured";"-"
"appends the encryption status string";"CODE"
"handle view certificate link";"-"
"if we re currently in the call history view refresh";"IRRE"
"when the call state changes we ensure here that the";"IRRE"
"received call notification dialog is closed";"IRRE"
"ensure that the calldialog is created because it is the";"IRRE"
"one that listens for callpeers";"IRRE"
"if the call was answered elsewhere don t mark it";"IRRE"
"as missed";"-"
"find the first existing call";"IRRE"
"if the user presses cancel on the desktop sharing warning then we";"-"
"have nothing more to do here";"TASK"
"in case we switch to video disable remote control if it was";"CODE"
"enabled";"-"
"use the default media device corresponding to the screen to share";"IRRE"
"if the region sharing succeed then display the frame of the";"CODE"
"current region shared";"-"
"in case we switch to video disable remote control if it was";"CODE"
"enabled";"-"
"this shouldn t happen at this stage because we disable the button";"CODE"
"if the operation set isn t available";"IRRE"
"first make sure the local video button is disabled";"META"
"removes special characters from phone numbers";"CODE"
"if we re in single window mode the single window is the";"CODE"
"callcontainer";"IRRE"
"if we re in multi window mode we create the calldialog";"IRRE"
"we try to find the tt uicontact tt to which the call was";"IRRE"
"created if this was an outgoing call";"IRRE"
"if it is source contact history record";"CODE"
"search for cusax contact match";"CODE"
"we search for a contact corresponding to this call peer and";"IRRE"
"try to get its display name";"CODE"
"we try to find the an alternative peer address";"TASK"
"try to resolve the display name";"CODE"
"we search for a contact corresponding to this call peer and";"IRRE"
"try to get its image";"CODE"
"we try to find the tt uicontact tt to which the call was";"IRRE"
"created if this was an outgoing call";"IRRE"
"if it is source contact history record";"CODE"
"search for cusax contact match";"CODE"
"we try to find the an alternative peer address";"TASK"
"if the icon is still null we try to get an image from the call";"CODE"
"peer";"-"
"we try to find the tt uicontact tt to which the call was";"IRRE"
"created if this was an outgoing call";"IRRE"
"if it is source contact history record";"CODE"
"search for cusax contact match";"CODE"
"we try to find the an alternative peer address";"TASK"
"if we do not have preferred protocol lets check the one";"CODE"
"used to dial the peer";"OUTD"
"will strip the server address part as the regular expression";"TASK"
"will match it";"-"
"searches for the whole number username or with the serverpart";"CODE"
