"clean_comment";"label"
"create a default grid layout with custom width height";"IRRE"
"when we add children to the grid layout its size doesn t change at";"TASK"
"all we need to ensure that the height will be the minimum required";"TASK"
"to contain all the childs otherwise we ll child outside the";"CODE"
"bounding box of the childs";"-"
"add button into that grid";"TASK"
"create a scroll view with a size size of the grid";"IRRE"
"kv string defining the layout structure";"CODE"
"inner horizontal scrollview";"-"
"inner vertical scrollview";"-"
"main layout";"CODE"
"left side vertical outer with horizontal inner scrollviews";"-"
"right side horizontal outer with vertical inner scrollviews";"-"
"add row label";"TASK"
"add 15 buttons";"TASK"
"add column label";"TASK"
"add 20 buttons";"TASK"
"kv string defining the layout structure";"CODE"
"header row";"CODE"
"inner vertical scroll centered with spacers";"-"
"label left spacer";"-"
"label right spacer";"-"
"main layout";"CODE"
"info label at the top";"-"
"add 30 labels to make it scrollable";"TASK"
"color 0 2 0 6 1 1 blue color to distinguish inner items";"-"
"size label to fit text";"-"
"bind scrollview width to content width so it centers properly";"-"
"initialize variables";"IRRE"
"setup layouts";"IRRE"
"setup buttons in left frame";"IRRE"
"handle button press release";"META"
"position scatter";"-"
"bind function on on release";"CODE"
"add widgets to left frame";"TASK"
"set remove border for borderless widgets 16 16 16 16 by default";"CODE"
"add widgets to the main layout";"TASK"
"add main layout to root";"TASK"
"borderimage border by default is";"CODE"
"image to display depending on state";"TASK"
"reset animation if anim delay is changed";"IRRE"
"update self texture when image texture changes";"CODE"
"update image source when background image is changed";"CODE"
"replace the default tab with our custom tab class";"CODE"
"variable tab width";"CODE"
"replace the default tab with our custom tab";"CODE"
"allow variable tab width";"CODE"
"override tab switching method to animate on tab switch";"CODE"
"use dock virtual keyboard one instance";"CODE"
"use multi users virtual keyboard multiples instance";"-"
"use system keyboard one instance";"CODE"
"use automatic detection from current platform";"CODE"
"create a button to release everything";"IRRE"
"show current configuration";"-"
"coding utf 8";"-"
"import utils kivy";"CODE"
"import os os";"CODE"
"import factory kivy factory factory";"CODE"
"check what formats are supported for your targeted devices";"CODE"
"for example try h264 video and acc audo for android using an mp4";"CODE"
"container";"-"
"internals for post configuration";"CODE"
"user version";"META"
"current version";"META"
"not tag rev alpha 1 beta x allowed";"-"
"finally checking revision";"CODE"
"global settings options for kivy";"IRRE"
"read environment";"CODE"
"extract all needed path in kivy";"-"
"kivy directory";"-"
"kivy modules directory";"CODE"
"kivy data directory";"-"
"kivy binary deps directory";"-"
"kivy glsl shader directory";"-"
"kivy icons config path don t remove the last";"CODE"
"kivy user home storage directory";"-"
"kivy configuration filename";"-"
"kivy user modules directory";"CODE"
"kivy examples directory";"-"
"if there are deps import them so they can do their magic";"CODE"
"don t go further if we generate documentation";"CODE"
"configuration management";"-"
"detection if venv being used with the framework";"-"
"configuration";"-"
"set level of logger";"IRRE"
"can be overridden in command line";"CODE"
"save sys argv otherwise gstreamer use it and display help";"CODE"
"set argv to the non read args";"IRRE"
"needs to be first opt for support freeze to work";"TASK"
"when we are doing an executable on macosx with";"CODE"
"pyinstaller they are passing information with p so";"CODE"
"it will conflict with our current p option since the";"-"
"format is not the same just avoid it";"CODE"
"configure all activated modules";"CODE"
"android hooks force fullscreen and add android touch input provider";"CODE"
"this file is imported from init py and exec d from setup py";"CODE"
"if it s a rcx release it s not proceeded by a period if it is a";"-"
"devx release it must start with a period";"-"
"initialize";"IRRE"
"and later";"-"
"and later";"-"
"no more properties to animation kill the animation";"-"
"no more properties to animation kill the animation";"-"
"private";"CODE"
"get current values";"IRRE"
"install clock";"-"
"empty proxy widget is gone ref 2458";"-"
"calculate progression";"-"
"apply progression on widget";"-"
"time to stop";"-"
"user requested to animate only part of the dict";"CODE"
"copy the rest";"-"
"default handlers";"CODE"
"this property is impossible to implement";"CODE"
"repeat the sequence see repeating animation in the header";"CODE"
"documentation";"CODE"
"and more";"-"
"will search for the path to myatlas atlas and get the image id";"CODE"
"late import to prevent recursion";"CODE"
"late import to prevent recursive import";"CODE"
"must be a name finished by atlas";"TASK"
"load the image";"CODE"
"for all the uid load the image get the region and put";"CODE"
"it in our dict";"-"
"thanks to";"-"
"omnisaurusgames com 2011 06 texture atlas generation using python";"CODE"
"for its initial implementation";"TASK"
"open all of the images";"CODE"
"sort by image area";"-"
"free boxes are empty space in our output image set";"IRRE"
"the freebox tuple format is outidx x y w h";"CODE"
"full boxes are areas where we have placed images in the atlas";"CODE"
"the full box tuple format is image outidx x y w h filename";"CODE"
"do the actual atlasing by sticking the largest images we can";"CODE"
"have into the smallest valid free boxes";"CODE"
"find the smallest free box that will contain this image";"CODE"
"we found a valid spot remove the current";"-"
"freebox and split the leftover space into up to";"CODE"
"two new freeboxes";"CODE"
"keep this sorted";"CODE"
"oh crap there isn t room in any of our free";"-"
"boxes so we have to add a new output image";"TASK"
"now that we ve figured out where everything goes make the output";"IRRE"
"images and blit the source images to the appropriate locations";"-"
"save the output images";"IRRE"
"write out an json file that says where everything ended up";"CODE"
"fb 6 contain the filename";"CODE"
"use the path with separators replaced by";"IRRE"
"example data tiles green grass png becomes";"-"
"data tiles green grass";"-"
"remove leading dots and slashes";"CODE"
"replace remaining slashes with";"CODE"
"for example data tiles green grass png";"CODE"
"just get only green grass as the uniq id";"-"
"earlier import of kivy has already called getopt to remove kivy system";"CODE"
"arguments from this line that is all arguments up to the first";"CODE"
"pylint disable w0611";"CODE"
"private vars";"CODE"
"instance of a class exceptionmanagerbase implementation";"CODE"
"import kivy core window noqa";"CODE"
"xxx stop in reverse order that we started them like push";"-"
"pop very important because e g wm touch and wm pen both";"CODE"
"store old window proc and the restore if order is messed big";"CODE"
"problem happens crashing badly without error";"-"
"ensure any restart will not break anything later";"CODE"
"update available list";"CODE"
"dispatch to listeners";"-"
"dispatch grabbed touch";"-"
"non touch event must be handled by the event manager";"TASK"
"weak widget is a weak reference to widget";"CODE"
"object is gone stop";"IRRE"
"don t dispatch again touch in on touch down";"CODE"
"a down event are nearly uniq here";"CODE"
"wid dispatch on touch down touch";"CODE"
"remove the save event for the touch if exist";"CODE"
"first acquire input events";"CODE"
"execute post processing modules";"CODE"
"real dispatch input";"CODE"
"use exception manager first";"CODE"
"use exception manager first";"CODE"
"update dt";"CODE"
"read and dispatch input from providers";"CODE"
"flush all the canvas operation";"-"
"tick before draw";"CODE"
"flush all the canvas operation";"-"
"don t loop if we don t have listeners";"CODE"
"update dt";"CODE"
"read and dispatch input from providers";"CODE"
"flush all the canvas operation";"-"
"tick before draw";"CODE"
"flush all the canvas operation";"-"
"don t loop if we don t have listeners";"CODE"
"eventloop instance";"IRRE"
"ok we got one widget and we are not in embedded mode";"CODE"
"so user don t create the window let s create it for him";"CODE"
